 istep =  100001
     ik     ic     iv              Real              Imag               Abs
   1289      1      2   1.588276993E-02   1.558425647E-02   2.225154894E-02
   1290      1      2   1.555180651E-02   1.658365018E-02   2.273491014E-02
   1291      1      2   1.535739177E-02   1.765149316E-02   2.339710864E-02
   1292      1      2   1.607639825E-02   1.842810524E-02   2.445497175E-02
   1293      1      2   1.585759299E-02   1.754689542E-02   2.365072503E-02
   1294      1      2   1.670294098E-02   1.488637838E-02   2.237392453E-02
   1295      1      2   1.532017121E-02   7.856674260E-03   1.721728713E-02
   1296      1      2   1.878299472E-02  -7.033051962E-03   2.005653785E-02
   1297      1      2   2.407127221E-02  -5.982930804E-02   6.449009417E-02
   1298      1      2   7.073471722E-03  -7.333030427E-02   7.367066938E-02
   1299      1      2  -7.790570700E-04  -4.861656186E-02   4.862280346E-02
   1300      1      2  -2.310338122E-03  -3.980525566E-02   3.987224649E-02
   1301      1      2  -2.823762380E-03  -3.327153845E-02   3.339115010E-02
   1302      1      2  -7.566874070E-04  -3.625095611E-02   3.625885264E-02
   1303      1      2   9.240242552E-05  -3.621000679E-02   3.621012469E-02
   1304      1      2   8.457093549E-04  -3.402062086E-02   3.403113087E-02
   1305      1      2   3.833639234E-04  -3.274378901E-02   3.274603314E-02
   1306      1      2  -1.040771281E-03  -2.988357699E-02   2.990169525E-02
   1307      1      2  -2.932840529E-03  -2.950686988E-02   2.965226675E-02
   1308      1      2  -8.353777956E-03  -3.238267255E-02   3.344283313E-02
   1309      1      2  -1.202041216E-02  -3.715648606E-02   3.905246170E-02
   1310      1      2  -1.160934961E-02  -3.910028890E-02   4.078737047E-02
   1311      1      2  -1.376708331E-02  -1.889273409E-02   2.337665469E-02
   1312      1      2  -2.802150264E-03  -2.832413775E-03   3.984295910E-03
   1313      1      2   2.784530918E-04   2.970141430E-03   2.983165473E-03
   1314      1      2  -1.398178177E-03   8.330502751E-03   8.447021860E-03
   1315      1      2  -2.891614734E-03   1.030675603E-02   1.070470250E-02
   1316      1      2  -4.461209847E-03   1.190823093E-02   1.271646009E-02
   1317      1      2  -4.501550182E-03   1.069578483E-02   1.160447186E-02
   1318      1      2  -6.331272834E-03   9.883838244E-03   1.173777126E-02
   1319      1      2  -9.077441378E-03   1.060837825E-02   1.396200670E-02
   1320      1      2  -1.223093832E-02   1.118432456E-02   1.657362266E-02
   1321      1      2  -1.483422601E-02   1.064409402E-02   1.825790236E-02
   1322      1      2  -1.781931655E-02   9.122418767E-03   2.001865546E-02
   1323      1      2  -2.195720654E-02   8.588670664E-03   2.357719625E-02
   1324      1      2  -2.892170615E-02   5.762207277E-03   2.949013596E-02
   1325      1      2  -4.580141361E-02  -4.377703296E-03   4.601014861E-02
   1326      1      2  -3.885281844E-02  -3.970101623E-02   5.554918713E-02
   1327      1      2   5.715020701E-03  -2.262253939E-02   2.333325417E-02
   1328      1      2   1.256852704E-02  -1.827209617E-02   2.217740676E-02
   1329      1      2   1.388396924E-02  -1.494802032E-02   2.040117431E-02
   1330      1      2   1.652330169E-02  -1.372333050E-02   2.147904324E-02
   1331      1      2   1.705468656E-02  -1.191454612E-02   2.080429626E-02
   1332      1      2   1.687788116E-02  -1.030577642E-02   1.977553792E-02
   1333      1      2   1.585969388E-02  -8.407942509E-03   1.795058180E-02
   1334      1      2   1.444283862E-02  -5.780536670E-03   1.555667676E-02
   1335      1      2   1.349599861E-02  -4.358709083E-03   1.418239484E-02
   1336      1      2   1.233435874E-02  -3.074473360E-03   1.271175802E-02
   1337      1      2   1.115634330E-02  -2.306836258E-03   1.139234346E-02
   1338      1      2   9.735282957E-03  -1.407294053E-03   9.836473494E-03
   1339      1      2   8.502999156E-03  -1.144267455E-03   8.579647001E-03
   1340      1      2   7.426620329E-03  -7.207725432E-04   7.461514764E-03
   1341      1      2   6.590610214E-03  -5.162919632E-04   6.610801796E-03
   1342      1      2   5.834396428E-03  -2.408771984E-04   5.839366704E-03
   1343      1      2   5.178071369E-03  -1.172884258E-04   5.179399548E-03
   1344      1      2   4.603279970E-03  -1.838555885E-05   4.603316686E-03
   1345      1      2   4.141530314E-03   4.968678129E-05   4.141828354E-03
   1346      1      2   3.680250928E-03   1.526334573E-04   3.683414702E-03
   1347      1      2   3.318635204E-03   1.647867485E-04   3.322723926E-03
   1348      1      2   2.963848637E-03   1.793198367E-04   2.969268318E-03
   1349      1      2   2.661017656E-03   1.955049394E-04   2.668189863E-03
   1350      1      2   2.352709690E-03   2.202351046E-04   2.362995215E-03
   1351      1      2   2.118263463E-03   2.261179841E-04   2.130297970E-03
   1352      1      2   1.973110868E-03   2.164695188E-04   1.984949760E-03
   1353      1      2   1.827419443E-03   2.271084750E-04   1.841477690E-03
   1354      1      2   1.673044254E-03   2.363894289E-04   1.689661812E-03
   1355      1      2   1.549704849E-03   2.656380845E-04   1.572306812E-03
   1356      1      2   1.425320437E-03   2.370034632E-04   1.444890649E-03
   1357      1      2   1.310057931E-03   2.301667844E-04   1.330123502E-03
   1358      1      2   1.179447908E-03   2.357442463E-04   1.202777085E-03
   1359      1      2   1.181820459E-03  -1.178641450E-04   1.187683271E-03
   1360      1      2   1.309636432E-03  -1.066311215E-04   1.313970236E-03
   1361      1      2   1.430286320E-03  -1.223170722E-04   1.435507026E-03
   1362      1      2   1.536441840E-03  -1.244705293E-04   1.541475410E-03
   1363      1      2   1.648931237E-03  -1.325652197E-04   1.654251420E-03
   1364      1      2   1.788725335E-03  -1.604758457E-04   1.795909469E-03
   1365      1      2   1.909924027E-03  -1.265116338E-04   1.914109449E-03
   1366      1      2   2.053614806E-03  -1.294202913E-04   2.057688845E-03
   1367      1      2   2.228936586E-03  -1.125591775E-04   2.231776842E-03
   1368      1      2   2.403012680E-03  -1.560805231E-04   2.408076218E-03
   1369      1      2   2.659530010E-03  -1.207319308E-04   2.662268971E-03
   1370      1      2   2.901103409E-03  -1.133540896E-04   2.903317092E-03
   1371      1      2   3.239509944E-03  -4.235384661E-05   3.239786802E-03
   1372      1      2   3.640955050E-03   7.852540303E-05   3.641801740E-03
   1373      1      2   4.064935572E-03   1.903679941E-04   4.069390762E-03
   1374      1      2   4.647980742E-03   4.324938938E-04   4.668059120E-03
   1375      1      2   5.308351141E-03   6.740279652E-04   5.350972392E-03
   1376      1      2   5.957355731E-03   1.267741992E-03   6.090751765E-03
   1377      1      2   6.881311273E-03   1.706536720E-03   7.089761097E-03
   1378      1      2   7.988889828E-03   2.435743056E-03   8.351958149E-03
   1379      1      2   9.262918534E-03   3.157193550E-03   9.786190826E-03
   1380      1      2   1.061760951E-02   4.111741999E-03   1.138595863E-02
   1381      1      2   1.209940807E-02   5.582958157E-03   1.332535543E-02
   1382      1      2   1.306074300E-02   8.167036980E-03   1.540400925E-02
   1383      1      2   1.447856728E-02   1.106431408E-02   1.822218309E-02
   1384      1      2   1.552849636E-02   1.284481390E-02   2.015250464E-02
   1385      1      2   1.667556506E-02   1.592518156E-02   2.305831472E-02
   1386      1      2   1.725318142E-02   1.762378090E-02   2.466312881E-02
   1387      1      2   1.744311140E-02   1.923796454E-02   2.596846964E-02
   1388      1      2   1.695216368E-02   2.011991550E-02   2.630944418E-02
   1389      1      2   1.763279034E-02   2.130078872E-02   2.765210472E-02
   1390      1      2   1.748768633E-02   2.074601682E-02   2.713330771E-02
   1391      1      2   1.845107043E-02   1.832787008E-02   2.600678415E-02
   1392      1      2   1.881677524E-02   1.251025181E-02   2.259596050E-02
   1393      1      2   2.098312232E-02  -4.230520782E-05   2.098316497E-02
   1394      1      2   2.785304452E-02  -5.953656576E-02   6.572970981E-02
   1395      1      2  -2.805507876E-03  -5.411370597E-02   5.418638250E-02
   1396      1      2  -1.148711239E-03  -5.058493926E-02   5.059798036E-02
   1397      1      2  -5.004160211E-04  -4.806511813E-02   4.806772302E-02
   1398      1      2  -2.289217218E-03  -3.955586056E-02   3.962204714E-02
   1399      1      2  -9.037225079E-04  -3.925942498E-02   3.926982511E-02
   1400      1      2  -8.601111836E-04  -3.523767874E-02   3.524817433E-02
   1401      1      2   8.527277136E-04  -3.877844232E-02   3.878781681E-02
   1402      1      2   7.157370484E-04  -3.690800871E-02   3.691494800E-02
   1403      1      2  -6.370056450E-04  -3.120790378E-02   3.121440428E-02
   1404      1      2  -2.524146038E-03  -3.457681930E-02   3.466882961E-02
   1405      1      2  -6.855751516E-03  -3.641243662E-02   3.705221815E-02
   1406      1      2  -1.652452627E-02  -3.765443308E-02   4.112075265E-02
   1407      1      2  -2.421729616E-02  -3.315132139E-02   4.105468967E-02
   1408      1      2  -1.073329678E-02  -2.914984634E-02   3.106311641E-02
   1409      1      2  -5.623558052E-03   2.568529984E-03   6.182374256E-03
   1410      1      2  -3.370659280E-03   9.785514299E-03   1.034976493E-02
   1411      1      2  -1.777184374E-03   9.084068701E-03   9.256278326E-03
   1412      1      2  -3.411553254E-03   1.152959503E-02   1.202373724E-02
   1413      1      2  -3.565414989E-03   1.109079708E-02   1.164980531E-02
   1414      1      2  -5.773040852E-03   1.119499605E-02   1.259586985E-02
   1415      1      2  -7.161461177E-03   9.723942664E-03   1.207648902E-02
   1416      1      2  -9.728811790E-03   1.036227498E-02   1.421360340E-02
   1417      1      2  -1.276133822E-02   1.115392496E-02   1.694879922E-02
   1418      1      2  -1.555239223E-02   1.046627123E-02   1.874619261E-02
   1419      1      2  -1.847103166E-02   7.905348206E-03   2.009162863E-02
   1420      1      2  -2.200696511E-02   6.400827799E-03   2.291892471E-02
   1421      1      2  -2.917759957E-02   3.837026453E-03   2.942881391E-02
   1422      1      2  -5.105554364E-02  -1.059971969E-02   5.214424795E-02
   1423      1      2  -1.286263115E-02  -3.218812957E-02   3.466299130E-02
   1424      1      2   7.522857285E-03  -2.485406912E-02   2.596763627E-02
   1425      1      2   1.346123469E-02  -2.051831418E-02   2.453988704E-02
   1426      1      2   1.538257758E-02  -1.761464032E-02   2.338587708E-02
   1427      1      2   1.757922969E-02  -1.537881827E-02   2.335674138E-02
   1428      1      2   1.804632883E-02  -1.325383404E-02   2.239049131E-02
   1429      1      2   1.754030782E-02  -1.127779832E-02   2.085308451E-02
   1430      1      2   1.686145533E-02  -9.355286411E-03   1.928289552E-02
   1431      1      2   1.567623069E-02  -7.171993032E-03   1.723895857E-02
   1432      1      2   1.450112280E-02  -5.427995195E-03   1.548372353E-02
   1433      1      2   1.332163466E-02  -3.941295731E-03   1.389243542E-02
   1434      1      2   1.182847789E-02  -2.697583230E-03   1.213218218E-02
   1435      1      2   1.045277439E-02  -1.967162226E-03   1.063626907E-02
   1436      1      2   9.136090807E-03  -1.361463668E-03   9.236976700E-03
   1437      1      2   8.059330887E-03  -1.080530379E-03   8.131442692E-03
   1438      1      2   7.084866824E-03  -7.762606744E-04   7.127265853E-03
   1439      1      2   6.324783623E-03  -5.256564719E-04   6.346589841E-03
   1440      1      2   5.581088462E-03  -3.589151910E-04   5.592617324E-03
   1441      1      2   4.983423944E-03  -1.777438079E-04   4.986592731E-03
   1442      1      2   4.438402862E-03  -4.732098412E-05   4.438655116E-03
   1443      1      2   3.973074171E-03   4.126872417E-06   3.973076314E-03
   1444      1      2   3.536366418E-03   4.990573525E-05   3.536718539E-03
   1445      1      2   3.143476706E-03   1.136012357E-04   3.145528738E-03
   1446      1      2   2.799234943E-03   1.580786068E-04   2.803694904E-03
   1447      1      2   2.466262149E-03   1.636117557E-04   2.471683190E-03
   1448      1      2   2.255556001E-03   1.535603167E-04   2.260777221E-03
   1449      1      2   2.064484632E-03   2.002687875E-04   2.074175591E-03
   1450      1      2   1.901385580E-03   2.188990641E-04   1.913944598E-03
   1451      1      2   1.744126181E-03   2.127237268E-04   1.757050801E-03
   1452      1      2   1.603490628E-03   2.375844717E-04   1.620996167E-03
   1453      1      2   1.490120067E-03   2.294944506E-04   1.507688800E-03
   1454      1      2   1.366164550E-03   2.281885961E-04   1.385090471E-03
   1455      1      2   1.228870477E-03   2.172122767E-04   1.247919798E-03
   1456      1      2   1.217249684E-03  -1.069534191E-04   1.221939371E-03
   1457      1      2   1.346937447E-03  -8.602393379E-05   1.349681668E-03
   1458      1      2   1.476940401E-03  -9.285545674E-05   1.479856440E-03
   1459      1      2   1.594122760E-03  -9.742571524E-05   1.597097099E-03
   1460      1      2   1.708739424E-03  -1.033328651E-04   1.711861004E-03
   1461      1      2   1.853484549E-03  -1.180220124E-04   1.857238318E-03
   1462      1      2   1.984396720E-03  -9.828948932E-05   1.986829426E-03
   1463      1      2   2.157176796E-03  -8.325692291E-05   2.158782862E-03
   1464      1      2   2.347241822E-03  -7.836123172E-05   2.348549478E-03
   1465      1      2   2.561991084E-03  -4.983467359E-05   2.562475718E-03
   1466      1      2   2.824526544E-03  -4.750992546E-05   2.824926086E-03
   1467      1      2   3.101561115E-03  -8.218132908E-06   3.101572003E-03
   1468      1      2   3.465129581E-03   7.902900538E-05   3.466030669E-03
   1469      1      2   3.928568202E-03   1.997056694E-04   3.933640867E-03
   1470      1      2   4.445893251E-03   2.951108936E-04   4.455676967E-03
   1471      1      2   4.999608900E-03   5.137054711E-04   5.025931004E-03
   1472      1      2   5.749677682E-03   9.150674469E-04   5.822039324E-03
   1473      1      2   6.458788565E-03   1.462145403E-03   6.622221599E-03
   1474      1      2   7.476430526E-03   2.216527199E-03   7.798077085E-03
   1475      1      2   8.611016973E-03   2.971828119E-03   9.109411379E-03
   1476      1      2   9.934489958E-03   4.559320704E-03   1.093075917E-02
   1477      1      2   1.130784086E-02   4.711009565E-03   1.224993372E-02
   1478      1      2   1.288181530E-02   6.177526537E-03   1.428646211E-02
   1479      1      2   1.411480436E-02   9.120090611E-03   1.680487295E-02
   1480      1      2   1.539362546E-02   1.136426604E-02   1.913400761E-02
   1481      1      2   1.675034119E-02   1.448661580E-02   2.214578893E-02
   1482      1      2   1.781219128E-02   1.709385502E-02   2.468752798E-02
   1483      1      2   1.811280869E-02   1.931313227E-02   2.647774380E-02
   1484      1      2   1.848358919E-02   2.139052565E-02   2.827008413E-02
   1485      1      2   1.884403428E-02   2.283286490E-02   2.960468456E-02
   1486      1      2   1.914022635E-02   2.396905657E-02   3.067350547E-02
   1487      1      2   1.918812490E-02   2.356528502E-02   3.038925460E-02
